trip,drift,area,site,species_code,species_name,length,gear,year,angler_hours
PBT05_17,PBM0828170102,PB,MPA,BLU,Blue Rockfish,34,BAR,2017,3.163333333
PBT05_17,PBM0828170102,PB,MPA,BLU,Blue Rockfish,27,BAR,2017,3.163333333
PBT05_17,PBM0828170102,PB,MPA,YTL,Yellowtail Rockfish,30,BAT,2017,3.163333333
PBT05_17,PBM0828170102,PB,MPA,BLU,Blue Rockfish,19,BAR,2017,3.163333333
PBT05_17,PBM0828170102,PB,MPA,BLU,Blue Rockfish,26,BAR,2017,3.163333333
PBT05_17,PBM0828170102,PB,MPA,GPR,Gopher Rockfish,29,BAT,2017,3.163333333
PBT05_17,PBM0828170102,PB,MPA,BLU,Blue Rockfish,34,BAR,2017,3.163333333
PBT05_17,PBM0828170102,PB,MPA,BLU,Blue Rockfish,31,BAR,2017,3.163333333
PBT05_17,PBM0828170102,PB,MPA,BLU,Blue Rockfish,19,BAT,2017,3.163333333
PBT05_17,PBM0828170102,PB,MPA,BLU,Blue Rockfish,16,BAT,2017,3.163333333
PBT05_17,PBM0828170102,PB,MPA,BLU,Blue Rockfish,21,BAT,2017,3.163333333
PBT05_17,PBM0828170102,PB,MPA,BLU,Blue Rockfish,27,BAT,2017,3.163333333
PBT05_17,PBM0828170102,PB,MPA,BLU,Blue Rockfish,20,BAR,2017,3.163333333
PBT05_17,PBM0828170102,PB,MPA,GPR,Gopher Rockfish,25,BAR,2017,3.163333333
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,31,BAR,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,27,BAR,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,19,BAT,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,20,BAT,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,20,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,20,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,16,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,26,BAT,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,17,BAT,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,GPR,Gopher Rockfish,32,BAT,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,GPR,Gopher Rockfish,27,BAR,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,GPR,Gopher Rockfish,31,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,17,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,19,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,26,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,17,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,23,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,21,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,21,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,26,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,GPR,Gopher Rockfish,30,BAT,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,GPR,Gopher Rockfish,28,BAT,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,21,BAT,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,26,BAT,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,23,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,29,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,22,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,22,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,22,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,20,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,19,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,23,BAT,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,22,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,26,FLY,2017,2.921666667
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,23,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,20,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,VER,Vermilion Rockfish,40,BAT,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,27,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,OLV,Olive Rockfish,27,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,GPR,Gopher Rockfish,28,BAT,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,26,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,24,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,29,BAT,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,28,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,26,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,20,BAT,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,21,BAT,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,26,BAT,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,35,BAR,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,29,BAR,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,24,BAT,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,20,BAT,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,27,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,16,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,20,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,26,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,27,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,VER,Vermilion Rockfish,43,BAR,2017,2.81
PBT05_17,PBM0828170102,PB,MPA,BLU,Blue Rockfish,30,FLY,2017,3.163333333
BLT04_17,BLM0801171403,BL,MPA,GPR,Gopher Rockfish,27,BAR,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,24,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,28,BAR,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,GPR,Gopher Rockfish,27,BAR,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,32,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,26,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,20,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,21,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,26,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,26,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,23,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,21,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,21,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,OLV,Olive Rockfish,24,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,GPR,Gopher Rockfish,27,BAT,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,29,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,25,BAT,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,19,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,22,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,26,BAT,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,31,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,26,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,19,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,20,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,20,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,21,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,18,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,17,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,VER,Vermilion Rockfish,40,BAR,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,27,BAT,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,21,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,20,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,26,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,24,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,20,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,OLV,Olive Rockfish,25,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,26,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,21,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,18,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,20,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,21,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,20,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,26,BAR,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,23,BAR,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,26,BAR,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,26,BAR,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,20,BAR,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,27,BAR,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,30,BAR,2017,2.81
BLT01_17,BLM0717170201,BL,MPA,BLU,Blue Rockfish,20,FLY,2017,3.036666667
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,20,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,20,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,25,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,28,BAR,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,25,BAR,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,21,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,22,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,23,FLY,2017,2.81
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,20,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,18,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,19,BAT,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,22,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,27,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,GPR,Gopher Rockfish,31,BAR,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,11,BAR,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,22,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,21,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,23,BAT,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,27,BAT,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,30,BAT,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,19,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,20,BAT,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,22,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,22,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,20,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,20,BAT,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,21,BAT,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,22,BAR,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,24,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,21,BAR,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,GPR,Gopher Rockfish,27,BAT,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,13,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,21,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,26,BAT,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,23,BAR,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,24,BAT,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,25,BAT,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,26,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,22,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,20,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,20,BAT,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,24,BAT,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,19,BAT,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,22,BAT,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,GPR,Gopher Rockfish,31,BAR,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,22,BAT,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,15,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,24,FLY,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,GPR,Gopher Rockfish,24,BAR,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,GPR,Gopher Rockfish,28,BAR,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,24,BAT,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,22,BAR,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,20,BAR,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,GPR,Gopher Rockfish,32,BAR,2017,2.921666667
PBT05_17,PBM0828170103,PB,MPA,BLU,Blue Rockfish,24,BAR,2017,2.921666667
PBT01_17,PBM0724171102,PB,MPA,GPR,Gopher Rockfish,23,BAR,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,GPR,Gopher Rockfish,28,BAR,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,24,FLY,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,GPR,Gopher Rockfish,26,FLY,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,26,BAT,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,22,BAT,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,21,FLY,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,GPR,Gopher Rockfish,28,FLY,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,21,BAT,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,21,BAT,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,17,FLY,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,22,BAT,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,GPR,Gopher Rockfish,26,BAT,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,GPR,Gopher Rockfish,26,BAT,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,20,FLY,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,19,BAR,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,30,BAT,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,20,BAT,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,28,FLY,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,21,FLY,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,21,FLY,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,21,BAT,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,30,BAT,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,27,FLY,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,22,BAR,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,21,FLY,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,19,BAT,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,21,BAT,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,21,FLY,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,21,FLY,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,26,BAR,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,16,BAT,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,21,BAT,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,20,BAR,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,28,FLY,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,20,BAT,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,24,BAT,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,20,BAR,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,20,FLY,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,23,BAT,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,20,FLY,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,35,FLY,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,24,FLY,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,18,BAT,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,24,BAR,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,OLV,Olive Rockfish,27,BAR,2017,3.019000001
PBT01_17,PBM0724171102,PB,MPA,BLU,Blue Rockfish,24,BAR,2017,3.019000001
BLT04_17,BLM0801171201,BL,MPA,GPR,Gopher Rockfish,26,BAR,2017,2.844166667
BLT04_17,BLM0801171201,BL,MPA,GPR,Gopher Rockfish,28,FLY,2017,2.844166667
BLT04_17,BLM0801171201,BL,MPA,GPR,Gopher Rockfish,24,BAR,2017,2.844166667
BLT04_17,BLM0801171201,BL,MPA,OLV,Olive Rockfish,25,BAR,2017,2.844166667
BLT04_17,BLM0801171201,BL,MPA,BLU,Blue Rockfish,21,BAR,2017,2.844166667
BLT04_17,BLM0801171201,BL,MPA,BLU,Blue Rockfish,23,BAR,2017,2.844166667
BLT04_17,BLM0801171201,BL,MPA,BLU,Blue Rockfish,18,FLY,2017,2.844166667
BLT04_17,BLM0801171201,BL,MPA,BLU,Blue Rockfish,25,FLY,2017,2.844166667
BLT04_17,BLM0801171201,BL,MPA,BLU,Blue Rockfish,21,BAR,2017,2.844166667
BLT04_17,BLM0801171201,BL,MPA,BLU,Blue Rockfish,23,BAR,2017,2.844166667
BLT04_17,BLM0801171201,BL,MPA,BLU,Blue Rockfish,17,BAR,2017,2.844166667
BLT04_17,BLM0801171201,BL,MPA,VER,Vermilion Rockfish,47,FLY,2017,2.844166667
BLT04_17,BLM0801171201,BL,MPA,BLU,Blue Rockfish,19,FLY,2017,2.844166667
BLT04_17,BLM0801171201,BL,MPA,BLU,Blue Rockfish,22,FLY,2017,2.844166667
BLT04_17,BLM0801171201,BL,MPA,BLU,Blue Rockfish,21,FLY,2017,2.844166667
BLT04_17,BLM0801171201,BL,MPA,GPR,Gopher Rockfish,25,FLY,2017,2.844166667
PBT07_17,PBM0911170401,PB,MPA,BLU,Blue Rockfish,18,FLY,2017,2.163055556
PBT07_17,PBM0911170401,PB,MPA,BLU,Blue Rockfish,20,BAT,2017,2.163055556
PBT07_17,PBM0911170401,PB,MPA,BLU,Blue Rockfish,18,FLY,2017,2.163055556
PBT07_17,PBM0911170401,PB,MPA,GPR,Gopher Rockfish,27,FLY,2017,2.163055556
PBT07_17,PBM0911170401,PB,MPA,BLU,Blue Rockfish,19,FLY,2017,2.163055556
PBT07_17,PBM0911170401,PB,MPA,BLU,Blue Rockfish,23,BAT,2017,2.163055556
PBT07_17,PBM0911170401,PB,MPA,BLU,Blue Rockfish,18,FLY,2017,2.163055556
PBT07_17,PBM0911170401,PB,MPA,BLU,Blue Rockfish,27,BAR,2017,2.163055556
PBT07_17,PBM0911170401,PB,MPA,BLU,Blue Rockfish,25,BAT,2017,2.163055556
BLT04_17,BLM0801171403,BL,MPA,OLV,Olive Rockfish,25,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,28,BAR,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,27,BAR,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,21,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,GPR,Gopher Rockfish,26,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,22,FLY,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,26,BAT,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,26,BAT,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,26,BAR,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,23,BAR,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,17,BAR,2017,2.81
BLT04_17,BLM0801171403,BL,MPA,BLU,Blue Rockfish,21,BAR,2017,2.81
PBT05_17,PBM0828170102,PB,MPA,BLU,Blue Rockfish,27,BAR,2017,3.163333333
PBT05_17,PBM0828170102,PB,MPA,BLU,Blue Rockfish,35,BAR,2017,3.163333333
PBT05_17,PBM0828170102,PB,MPA,BLU,Blue Rockfish,26,FLY,2017,3.163333333
PBT05_17,PBM0828170102,PB,MPA,BLU,Blue Rockfish,22,FLY,2017,3.163333333
PBT05_17,PBM0828170102,PB,MPA,BLU,Blue Rockfish,20,FLY,2017,3.163333333
PBT05_17,PBM0828170102,PB,MPA,BLU,Blue Rockfish,21,FLY,2017,3.163333333
PBT05_17,PBM0828170102,PB,MPA,BLU,Blue Rockfish,25,FLY,2017,3.163333333
PBT05_17,PBM0828170102,PB,MPA,BLU,Blue Rockfish,21,FLY,2017,3.163333333
PBT05_17,PBM0828170102,PB,MPA,BLU,Blue Rockfish,18,BAR,2017,3.163333333
PBT05_17,PBM0828170102,PB,MPA,BLU,Blue Rockfish,18,BAR,2017,3.163333333
PBT05_17,PBM0828170102,PB,MPA,BLU,Blue Rockfish,23,FLY,2017,3.163333333
PBT05_17,PBM0828170102,PB,MPA,BLU,Blue Rockfish,25,FLY,2017,3.163333333
PBT07_17,PBM0911170401,PB,MPA,BLU,Blue Rockfish,19,FLY,2017,2.163055556
PBT07_17,PBM0911170401,PB,MPA,BLU,Blue Rockfish,24,FLY,2017,2.163055556
PBT07_17,PBM0911170401,PB,MPA,BLU,Blue Rockfish,18,FLY,2017,2.163055556
PBT07_17,PBM0911170401,PB,MPA,GPR,Gopher Rockfish,28,BAR,2017,2.163055556
PBT07_17,PBM0911170401,PB,MPA,BLU,Blue Rockfish,31,BAT,2017,2.163055556
PBT07_17,PBM0911170401,PB,MPA,BLU,Blue Rockfish,25,FLY,2017,2.163055556
PBT07_17,PBM0911170401,PB,MPA,BLU,Blue Rockfish,27,BAT,2017,2.163055556
PBT07_17,PBM0911170401,PB,MPA,BLU,Blue Rockfish,25,FLY,2017,2.163055556
