StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q5_6_TEXT,Q6,Q6_9_TEXT,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q22,Q23,Q24,Q25,Q25_9_TEXT,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q39,Q30,Q31,Q31_5_TEXT,Q32,Q33,Q34,Q35,Q36,Q37,Q38
2021-08-16 20:43:27,2021-08-16 20:47:12,0,67.180.226.4,100,224,1,2021-08-16 20:47:12,R_3e2nq6rdIR71n6e,,,,,38.1024932861328125,-122.21319580078125,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-16 21:28:44,2021-08-16 21:39:04,0,98.207.24.27,100,620,1,2021-08-16 21:39:05,R_DnIyox2QTYV3Kx3,,,,,38.546295166015625,-122.8047027587890625,anonymous,EN,2021,4,1,2,"3,4,5",,"1,4,5,6,7",,1,1,1,"1,2",1,"1,2","1,3,5,6","1,2,3,4",2,,,,5,4,1,2,3,"3,6,9","Research through work with working with coho salmon and partnering with other agencies that inform us of what’s going on in our ecosystem. ",3,5,2,8,8,8,5,5,,7,7,7,7,7,7,7,7,7,5,95448,2,,2,5,2,1,1,2,
2021-08-16 21:42:21,2021-08-16 22:02:08,0,73.223.225.48,100,1187,1,2021-08-16 22:02:09,R_2bNRZFkJU3tnlFo,,,,,38.24420166015625,-122.67800140380859375,anonymous,EN,2019,3,2,2,2,,5,,,1,3,"1,2",2,"1,2","3,6",4,1,1,1,1,5,1,2,2,3,9,Extensive fishing experience over 60 years,2,,,6,8,8,6,2,,5,4,3,5,6,3,3,2,3,4,94954,1,,6,5,5,"1,3",1,1,
2021-08-16 22:05:02,2021-08-16 22:22:37,0,47.32.183.243,100,1055,1,2021-08-16 22:22:38,R_3PzTJiRv7JC6ILr,,,,,35.4658050537109375,-120.66719818115234375,anonymous,EN,2019,1,3,4,"1,4,5",,"1,5",,"1,2,3",1,2,"1,2",2,"1,2",5,"1,3,4",1,4,1,1,1,1,2,1,3,"1,2,6,8",,2,4,1,7,7,8,6,3,1,7,6,5,6,6,6,5,2,4,5,93453,1,,5,3,5,3,2,2,
2021-08-16 22:16:00,2021-08-16 22:41:31,0,157.131.94.44,100,1530,1,2021-08-16 22:41:31,R_2eVzIQxwmmB0zIs,,,,,37.8921966552734375,-122.2729034423828125,anonymous,EN,2021,1,1,2,"1,2,3,4,5",,"6,9","Learned about the other research being conducted for example the water born DNA sampling conducted simultaneously with our drifts. Also learned more about the internships, the university affiliations and broader program. ","1,2,3",1,1,"1,2",1,"1,2","1,2,3,4,5","1,2,3,4",2,,,,5,5,1,1,4,"2,4,5,6,8",,2,5,6,8,7,8,7,7,3,7,7,6,7,6,7,7,4,7,7,94708,1,,5,5,8,"1,3",2,2,
2021-08-16 23:17:38,2021-08-16 23:27:21,0,24.6.234.150,100,582,1,2021-08-16 23:27:22,R_1IKNHT4sxsOSbZd,,,,,37.9680938720703125,-122.51190185546875,anonymous,EN,2017,1,2,2,"2,3",,"5,7",,"1,2",1,1,"1,2",1,"1,2","1,3,5","1,3,4",1,1,1,1,5,5,1,1,4,"1,2,3,6,9","Scientific literature ",2,2,2,8,4,8,4,4,1,5,7,6,6,6,7,7,4,6,5,94903,1,,5,6,6,1,2,2,
2021-08-16 23:56:28,2021-08-17 00:05:58,0,108.237.122.144,100,570,1,2021-08-17 00:05:59,R_10MZpqjZH2vP2IL,,,,,38.5558929443359375,-121.739105224609375,anonymous,EN,2018,2,2,2,"1,3,4,5",,"1,2,3,4,5,6,7",,"1,2,3",1,1,2,1,"1,2","1,2,3,4,5","1,2,3,4",1,1,1,4,5,1,1,2,3,"1,2,6",,1,7,2,8,5,8,8,1,,7,6,6,6,6,7,6,1,7,3,95616,1,,5,5,7,4,2,2,
2021-08-17 05:30:22,2021-08-17 05:39:42,0,184.97.19.79,100,559,1,2021-08-17 05:39:42,R_bk1J5hZS9Fk2mQN,,,,,43.801300048828125,-91.21340179443359375,anonymous,EN,2019,2,2,2,"1,2,3,4,5",,"1,4,5,6",,1,1,1,2,1,"1,2","1,2,3","3,4",1,1,1,1,3,5,1,1,1,"2,3,4",,2,8,3,8,4,7,4,4,2,7,7,7,5,5,7,7,4,5,5,53955,1,,5,4,5,2,2,2,
2021-08-17 10:29:08,2021-08-17 10:46:24,0,73.66.168.144,100,1035,1,2021-08-17 10:46:24,R_1EZIYzfeKiqo8mD,,,,,38.5558929443359375,-121.739105224609375,anonymous,EN,2018(?),1,2,2,"1,2,3,4,5",,"1,6",,"1,3",1,1,"1,2",1,"1,2","1,2,6","1,4",1,1,1,1,3,4,1,1,2,"4,6",,4,2,3,8,4,6,4,6,2,5,6,7,7,6,6,6,4,5,7,95616,2,,2,5,3,3,2,2,
2021-08-17 11:26:42,2021-08-17 11:37:49,0,99.16.98.30,100,666,1,2021-08-17 11:37:49,R_2sT1plyJQuYz4Ym,,,,,38.442596435546875,-122.75469970703125,anonymous,EN,2019,1,3,2,"1,2,3,4,5",,1,,,1,1,"1,2",1,"1,2","1,2,3","1,2,3,4",1,1,1,1,5,,4,2,2,"4,6",,2,6,2,8,3,6,,2,,7,7,7,7,7,7,7,4,4,3,95401,1,,5,6,9,4,2,2,
2021-08-17 11:20:40,2021-08-17 11:54:12,0,96.74.119.84,100,2011,1,2021-08-17 11:54:12,R_2QFLsbvZD5cFenr,,,,,37.0608978271484375,-122.01979827880859375,anonymous,EN,2018,1,2,2,"1,3,4,5",,"1,4,5,6,7",,"1,2",1,2,"1,2",1,"1,2","1,2,3,4,5,6","1,2,4",1,1,4,4,5,4,2,2,2,"6,8",,2,6,5,7,5,8,6,5,3,7,7,7,7,7,7,7,4,4,5,95448,1,,4,4,6,2,2,2,
2021-08-17 11:37:17,2021-08-17 11:58:17,0,199.88.89.34,100,1260,1,2021-08-17 11:58:18,R_3PEJCqhlQP4ukaI,,,,,37.9680938720703125,-122.51190185546875,anonymous,EN,2019,1,1,2,"1,2,3,4,5",,"2,3,5,6,7",,,1,4,"1,2",1,"1,2","3,6","1,2,3,4",1,1,1,1,3,3,1,2,3,"2,4,6",,3,3,2,8,8,8,8,6,2,6,6,5,7,7,5,5,4,6,6,94933,1,,5,2,5,4,2,2,
2021-08-18 09:40:31,2021-08-18 09:51:28,0,66.36.192.58,100,656,1,2021-08-18 09:51:28,R_2UbZ0N7Co9rnecC,,,,,47.6033935546875,-122.341400146484375,anonymous,EN,2019,3,2,2,"1,2,3,4,5",,"5,7",,"1,2",1,1,"1,2",1,"1,2","1,2,3,4,5,6","1,3,4",1,1,1,1,5,1,1,1,4,"1,2,6,7,9",Work with CDFW,2,7,6,8,8,8,8,7,2,7,7,7,6,7,7,7,6,7,7,95448,2,,2,5,4,1,2,2,
2021-08-18 17:22:06,2021-08-18 17:30:55,0,66.234.223.33,100,528,1,2021-08-18 17:30:56,R_2QWIG3rfRWcf1se,,,,,37.95770263671875,-122.0756988525390625,anonymous,EN,2018,1,2,2,"1,3,5",,"1,2,4,5,6",,"1,2,3",1,2,7,1,2,"2,3,4,5","1,4",2,,,,1,3,4,1,2,"1,3,4,6",,3,2,3,6,5,7,5,4,2,5,5,6,6,6,7,6,4,5,4,94595,1,,6,6,8,4,2,2,
2021-08-12 13:38:39,2021-08-12 13:38:54,0,47.208.107.74,5,15,0,2021-08-19 13:38:56,R_1rfxJsC0oMuTtp9,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-19 15:48:05,2021-08-19 16:01:02,0,66.214.195.63,100,777,1,2021-08-19 16:01:03,R_3fVtQsROqDX41XA,,,,,35.261199951171875,-120.654998779296875,anonymous,EN,2010,2,2,4,1,,1,,2,1,1,"1,2",1,"1,2","1,3,5","1,3,4",2,,,,1,1,2,2,2,"1,2",,3,7,2,6,4,8,5,3,1,7,5,5,5,3,6,4,5,5,4,934405,1,,6,6,5,4,2,2,Thank you!
2021-08-19 15:53:16,2021-08-19 16:01:46,0,204.195.24.206,100,510,1,2021-08-19 16:01:46,R_3fJXWOh4XL2MyL7,,,,,44.4091033935546875,-124.033905029296875,anonymous,EN,2010,1,5,3,"3,4,5",,"1,3,4,6",,"1,2,3",1,1,"1,2",2,"1,2,3,4,5,6","1,2,7","1,2,3,4",2,,,,3,1,1,1,3,"1,2,3,4,5,6,7,9",peer-reviewed publications,3,2,4,8,6,7,5,3,1,7,6,6,6,6,7,6,6,5,4,,4,,3,6,9,"1,2,3",2,2,"Based on the number of very specific questions, it would be fairly easy to figure out who answered these questions. Some do not seem relevant and ask for fairly personal information."
2021-08-19 15:47:35,2021-08-19 16:08:12,0,99.6.83.223,100,1237,1,2021-08-19 16:08:13,R_1NnpnMuuAkfrqTe,,,,,37.993499755859375,-121.70149993896484375,anonymous,EN,2019,4,1,3,"1,2,3,4,5",,"1,5,6,7",,1,1,2,"1,2",2,"1,2","1,2,3,5,6","1,2,3,4",,1,2,1,5,5,1,1,4,"2,3,6,7,9","California Striped Bass Association, Restore the Delta, California Sportfishing Protection Alliance",3,7,1,8,8,8,7,4,2,7,7,7,6,7,5,6,5,7,7,94561,1,,6,4,5,4,1,2,
2021-08-19 16:22:14,2021-08-19 16:32:20,0,71.237.214.217,100,606,1,2021-08-19 16:32:21,R_2aKS4BW7ZYSFjvW,,,,,45.517303466796875,-122.639801025390625,anonymous,EN,2012 ( I think),1,3,3,"3,4,5",,"5,7",,"1,2,3",1,1,7,1,"1,2","1,3,4","1,3,4",1,1,3,1,3,1,1,1,2,"1,6,7,9","MPC, NOA, Monterey Aquarium",2,4,1,7,6,8,4,3,1,7,7,5,5,6,5,5,4,7,6,,2,,5,5,3,1,2,2,
2021-08-12 16:33:59,2021-08-12 16:34:19,0,73.90.208.253,5,19,0,2021-08-19 16:34:23,R_1hYxuGUmdPmnt7C,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-19 16:33:17,2021-08-19 16:43:57,0,174.194.206.146,100,640,1,2021-08-19 16:43:57,R_3iyzwE5bC9J0ChQ,,,,,37.770294189453125,-122.440704345703125,anonymous,EN,2010,1,5,3,"1,2,3,4,5",,"2,3,5,6",,"1,2",1,6,7,1,"1,2","1,3,4,5","1,4",2,,,,4,1,1,1,5,"1,2,6",,2,6,,7,7,7,7,4,4,7,7,7,7,7,5,4,4,7,4,94118,1,,4,5,5,4,2,2,
2021-08-19 16:30:52,2021-08-19 16:47:03,0,63.249.70.62,100,971,1,2021-08-19 16:47:04,R_yI9VPbmlp9FJyFP,,,,,37.0312957763671875,-122.1197967529296875,anonymous,EN,2016,1,3,3,"1,3,4,5,6","To learn about the impact we make in the water and learn how this research helps us move toward the right direction ","5,7",,"1,2,3",1,3,"1,2",1,"1,2","1,2,3",1,1,1,1,1,5,,1,2,2,"1,6,9","Personal observations ",4,6,2,8,7,8,8,5,2,7,7,6,6,6,7,7,5,7,2,95060,1,,2,4,4,3,2,1,
2021-08-19 16:22:30,2021-08-19 16:48:37,0,99.106.173.208,100,1567,1,2021-08-19 16:48:38,R_1GQzNQNl1669S25,,,,,37.6811065673828125,-122.48059844970703125,anonymous,EN,since the second year,1,3,3,"1,2,3,4,5,6",I'm always learning and relearning,"1,4,5,6,7,9",learned to be sociable with everybody,"1,2",1,3,"1,2",1,"1,2","1,2,3,4,5,6",1,1,1,1,1,5,4,1,1,4,"1,2,3,4,6,9","DFW,NOAA",2,3,2,8,7,6,5,4,1,7,7,4,5,5,5,4,3,2,4,94015,1,,6,5,5,"1,3",2,2,
2021-08-19 16:29:16,2021-08-19 16:53:38,0,148.64.109.43,100,1461,1,2021-08-19 16:53:39,R_r6B5soKw8tnQ4db,,,,,37.7200927734375,-122.44139862060546875,anonymous,EN,"August 14,2013",1,4,3,"1,2,5,6",To meet the staff and add to their research by being one of the fishermen,"1,2,3,4,5,6,7",,"2,3",1,2,"1,2,3",1,"1,2","1,2,3,6","1,3",1,1,1,2,4,4,1,2,2,"1,2,4",,2,6,8,8,8,6,6,8,5,6,6,5,7,5,6,5,5,5,"I selected 4, it shows a better balance of the spheres with Mother Earth",94112,1,,6,3,4,4,1,2,"It is always to hear and listen to results of all the trips involved with CCFRP, a wonderful learning opportunity  for a lay person."
2021-08-19 17:18:05,2021-08-19 17:30:45,0,23.113.92.161,100,759,1,2021-08-19 17:30:45,R_3NFfS6la9lOMEX5,,,,,37.4774932861328125,-122.45050048828125,anonymous,EN,2020,1,2,3,"1,3,4",,"1,5,6",,"1,2",1,1,"1,2",1,"1,2","1,2,3,4,5,6","1,2,3,4",2,,,,3,3,1,2,2,"1,2,4,6,8",,2,6,5,8,8,8,8,6,8,7,7,7,7,7,6,7,5,7,7,94037,1,,6,5,5,4,2,2,
2021-08-12 17:45:00,2021-08-12 17:45:08,0,24.176.165.212,3,8,0,2021-08-19 17:45:10,R_2eRLUmFYSdWcsIw,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-19 18:09:29,2021-08-19 18:14:50,0,171.66.10.21,100,320,1,2021-08-19 18:14:50,R_1XlxVkwbqS6DIOZ,,,,,37.4445953369140625,-122.183502197265625,anonymous,EN,Facebook,1,2,3,"1,2,3,4,5",,"1,2,3,4,5,6",,"1,2,3",1,1,1,1,"1,2","1,2,3,5","1,2,4",1,1,1,1,4,5,1,2,1,"1,9",Books,3,4,2,8,8,8,8,3,2,7,7,6,7,7,7,7,4,7,4,94044,1,,3,6,5,4,2,2,
2021-08-19 19:50:25,2021-08-19 19:57:00,0,108.247.183.72,100,394,1,2021-08-19 19:57:00,R_3ssSGOECNYORk21,,,,,37.779998779296875,-122.464996337890625,anonymous,EN,2010,1,5,3,"1,2,4,5",,"1,2,3,5,6,7",,"1,2",1,1,7,1,"1,2","1,2,3,5","1,3,4",1,1,1,1,4,1,1,1,3,"1,2,3,6",,3,6,6,7,7,7,7,,3,7,5,,5,7,5,5,4,4,3,94118,1,,4,5,5,4,2,2,
2021-08-19 19:52:33,2021-08-19 20:01:07,0,149.142.80.37,100,514,1,2021-08-19 20:01:07,R_3JDFQmfms5UsP5J,,,,,34.0290069580078125,-118.4004974365234375,anonymous,EN,2019,3,1,5,1,,"1,2,3,5,6",,2,1,6,"1,2",1,"1,2","1,2,3,4,5,6","1,2,3,4",2,,,,2,3,1,2,2,"6,7",,2,8,3,8,5,8,8,6,5,,,,,,,,,,4,91362,2,,4,5,5,4,2,2,
2021-08-19 20:14:53,2021-08-19 20:26:33,0,174.214.29.16,100,700,1,2021-08-19 20:26:34,R_1GEVqO04OQbcwYp,,,,,47.6033935546875,-122.341400146484375,anonymous,EN,2020,1,1,5,"1,2,3,4,5",,"1,5,6,7",,"1,2,3",1,3,1,1,"1,2","1,2,3,4,5,6","1,2,4",1,1,1,1,5,3,2,2,3,"1,4",,2,3,2,8,8,7,8,4,4,7,7,5,6,5,7,6,4,5,6,93001,2,,5,5,5,3,2,2,"Thank you for all you do to study, educate, and protect our resourcs."
2021-08-19 20:24:51,2021-08-19 20:32:19,0,68.105.98.180,100,447,1,2021-08-19 20:32:19,R_5nJvsA3oNz0vlC1,,,,,32.67730712890625,-117.047698974609375,anonymous,EN,2021,3,1,6,"1,2,3",,9,Plan to go on first trip,1,1,4,"5,6",6,7,7,4,1,3,3,3,,1,2,1,3,"4,7,9",Outdoor pubs,4,7,2,8,8,8,8,6,1,5,5,4,5,4,5,4,5,4,5,92139,1,,5,5,8,4,1,2,
2021-08-12 20:51:19,2021-08-12 20:51:32,0,73.90.217.31,5,13,0,2021-08-19 20:51:38,R_2SAp3viJLsY0EEt,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-19 20:58:34,2021-08-19 21:11:13,0,68.6.88.62,100,758,1,2021-08-19 21:11:13,R_3RaaH3JQ5uCy94O,,,,,34.406005859375,-119.518096923828125,anonymous,EN,2014,1,4,5,"1,2,3,4,5",,"1,2,3,4,5,6,7",,"1,2,3",1,6,7,1,"1,2","1,3,6",4,1,1,1,1,3,3,2,1,2,"1,6,7",,7,7,5,4,4,6,5,4,3,6,6,6,4,4,5,5,4,4,5,93105,2,,4,5,3,3,2,2,I love CCFRP!
2021-08-19 21:22:45,2021-08-19 21:34:12,0,98.171.160.63,100,687,1,2021-08-19 21:34:13,R_e8QY84XDSBoTRXH,,,,,34.44500732421875,-119.804595947265625,anonymous,EN,2019,1,2,5,"1,3,4",,5,,"1,2",1,3,"1,2",3,"1,2","3,5","1,4",1,2,2,4,5,1,1,2,4,"3,4,6",,3,3,2,8,8,7,7,5,1,7,6,5,6,6,6,4,2,2,3,93111,1,,4,6,8,1,1,1,
2021-08-19 21:25:08,2021-08-19 21:43:19,0,67.180.81.115,100,1091,1,2021-08-19 21:43:19,R_3dXq8v0nJ2Obxv2,,,,,37.783294677734375,-122.49520111083984375,anonymous,EN,2021,1,1,3,1,,"1,2,3,4,5,6,7",,"1,2,3",1,1,"1,2",1,"1,2","1,3,4,6,7","1,2,3,4",2,,,,,,2,2,2,"1,2,3,4,5,6,8",,3,,7,8,7,8,7,8,6,7,7,6,6,5,5,5,4,4,4,94121,1,,6,5,5,3,2,2,Thanks for the survey. Continue the fish counts. Hoping our efforts assist in better decisions for improved fishery management.
2021-08-19 22:12:05,2021-08-19 22:18:31,0,98.37.248.102,100,385,1,2021-08-19 22:18:31,R_2zRU9Ir1qGvEh6f,,,,,37.4405059814453125,-122.147796630859375,anonymous,EN,2019,1,1,,"3,4,5",,"1,2,5,6,7",,"2,3",1,1,1,1,1,5,"1,4",2,,,,2,3,1,2,4,"2,6",,7,,,8,8,8,8,8,,7,5,7,7,7,7,7,1,5,6,94305,1,,3,5,6,4,2,2,
2021-08-19 22:34:32,2021-08-19 22:47:24,0,45.51.188.107,100,771,1,2021-08-19 22:47:24,R_1jVur1f9NRfl0iV,,,,,33.810394287109375,-118.3531036376953125,anonymous,EN,2018,1,4,5,"1,2,4",,9,Work as a marine biologist so it is nice to see how others do sampling,"1,2,3",1,1,"1,2",1,"1,2",5,1,1,1,1,1,5,1,1,1,4,"1,3,4,9",Work,3,5,4,7,7,7,4,6,2,5,5,6,7,7,5,6,4,4,5,90254,1,,5,5,6,"2,3",2,2,"The question about how much would you pay to go fishing in MPA catch and release not with CCFRP, this seems to imply that there is a future possibility of people paying some fee to fish in a MPA, I think that would be a bad idea."
2021-08-19 23:06:47,2021-08-19 23:18:24,0,47.154.219.118,100,696,1,2021-08-19 23:18:24,R_1dFtW89NPZ7RreV,,,,,34.0402069091796875,-118.73509979248046875,anonymous,EN,2017,1,3,5,"1,2,3,4",,5,,4,1,5,"5,6",2,"5,6",6,"3,4",1,1,4,4,3,4,1,2,2,"2,9",fishing club,7,3,1,8,8,8,8,2,1,6,6,,6,5,6,4,4,4,4,90265,1,,6,6,8,4,2,2,
2021-08-12 13:02:52,2021-08-13 01:16:50,0,47.208.25.148,0,44038,0,2021-08-20 01:16:51,R_33w1HrbsNKFu9DC,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-20 07:22:58,2021-08-20 07:41:39,0,24.6.191.131,100,1121,1,2021-08-20 07:41:40,R_1IxXvStF9C6DrY2,,,,,37.619598388671875,-122.481597900390625,anonymous,EN,2010,1,5,3,"1,3,4,5",,"1,2,3,4,5,6,7",,"1,2",1,3,"1,2",1,"1,2","1,2,3","1,4",1,1,4,1,5,4,1,2,2,"1,6,8",,4,6,4,8,7,8,7,6,5,7,1,6,6,6,6,6,5,6,5,94015,1,,6,5,6,4,2,2,
2021-08-20 07:58:28,2021-08-20 08:06:01,0,99.110.54.124,100,452,1,2021-08-20 08:06:01,R_33yBTGv61Kx8Eyb,,,,,37.6652069091796875,-121.8733978271484375,anonymous,EN,2018,2,1,3,"1,4",,5,,2,1,4,4,3,4,5,4,2,,,,2,5,1,2,3,"1,2,6",,4,2,2,6,2,2,6,2,2,5,6,6,3,3,1,2,1,1,4,94566,1,,4,3,6,4,2,2,
2021-08-20 08:54:30,2021-08-20 09:10:39,0,208.87.233.201,100,969,1,2021-08-20 09:10:40,R_9KXdkEAmUAJ23cZ,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,"2007 out of Moss Landing, or whatever was the first year for CCFRP",1,5,3,"2,3,4,5,6",To help validate the need for and benefits from MPAs,"5,6,7",,"1,2,3",2,1,"1,2",1,"1,2","1,2,3,4,5,6","1,2,3,4",1,1,4,1,5,1,1,1,4,"1,2,3,4,6,7,8,9",through my job on a day to day basis,1,2,,3,2,3,2,,,5,5,3,2,5,5,5,4,5,4,93923,1,,6,6,9,"1,3",2,2,
2021-08-20 09:15:04,2021-08-20 09:23:29,0,76.206.199.86,100,504,1,2021-08-20 09:23:29,R_1KcHCFjXVvz9dsN,,,,,37.967498779296875,-122.2899017333984375,anonymous,EN,"Don't know, maybe 2014",1,4,3,"3,4,5",,"4,5,6",,"1,2,3",1,3,"1,2",3,"5,6","3,5","1,4",1,4,4,1,5,1,1,1,2,"1,2,6",,3,1,1,8,5,8,5,1,1,6,6,5,2,4,6,4,4,5,5,94564,1,,6,6,9,3,2,2,
2021-08-20 10:13:46,2021-08-20 10:58:44,0,107.128.53.27,100,2698,1,2021-08-20 10:58:44,R_zcgenKWIcuyH5dL,,,,,37.9833984375,-122.0312042236328125,anonymous,EN,2019,1,2,3,4,,"1,2,3,4,5,6,7,9","MPAs - Sustain, protect, and increase domestic seafood supply. Maintain and enhance recreational and subsistence fishing opportunities. Protect ecosystem health and sustainability. Create jobs, support related economic and social benefits, and sustain community resilience.","1,2,3",1,1,"1,2",1,"1,2","1,2,3,4,5","1,2,3,4",1,1,1,2,5,1,1,1,2,"1,2,3,4,5,6,7,8,9",other organizations,3,6,4,8,7,8,6,6,3,7,7,7,7,7,7,7,7,7,7,94510,1,,6,5,9,3,2,2,"Ask in the survey -  Ranking about the demand for seafood and its impact on the exploitation of fisheries, and the environment"
2021-08-20 11:52:19,2021-08-20 12:03:23,0,76.171.160.192,100,664,1,2021-08-20 12:03:23,R_UGBo9hskY0nTodP,,,,,34.1569061279296875,-118.48799896240234375,anonymous,EN,1999,1,2,5,"1,2,3,4,5",,"1,2,3,4,5,6,7",,"1,2,3",1,1,"1,2",1,"1,2","1,2,3,4,5,6","1,2,3,4",1,2,1,2,5,4,2,1,3,"1,2,3,6,7,8",,3,4,1,6,6,8,8,5,5,7,7,7,7,4,4,4,4,4,4,91403,1,,6,3,7,4,2,2,
2021-08-20 12:01:56,2021-08-20 12:15:02,0,130.50.200.10,100,785,1,2021-08-20 12:15:02,R_2uDkxcIa9B3I8tc,,,,,34.210601806640625,-118.8715972900390625,anonymous,EN,2018,1,3,5,"1,2,3,4,5",,"1,2,4,5,6,7",,"1,2,3",1,6,"2,5",2,"1,2","1,3,5,6","1,2,3,4",2,,,,5,2,2,1,2,"1,5,6,7,8",,3,8,3,8,3,7,6,3,2,6,5,6,3,5,5,4,3,4,7,91745,1,,5,5,6,4,2,2,
2021-08-20 12:17:59,2021-08-20 12:33:21,0,104.177.109.116,100,921,1,2021-08-20 12:33:21,R_2916k5i2BVdUozc,,,,,38.912994384765625,-121.0845947265625,anonymous,EN,2019,1,3,2,3,,6,,"1,2,3",1,3,1,1,"1,2","1,3,5","3,4",1,4,1,1,5,4,1,1,4,"1,3,4,6,7,8",,4,8,2,8,6,8,7,4,3,7,7,6,6,5,7,7,7,7,6,95603,1,,5,2,1,4,2,1,I'm disturbed by Ms Reiss-Boyd's affiliation with western states petroleum and her  approval/recommendations/allowances for oil extraction inside SoCal MPA'S. This seems like a glaring conflict of interest to me and many others.
2021-08-20 12:09:58,2021-08-20 12:35:41,0,76.246.169.235,100,1543,1,2021-08-20 12:35:41,R_3j9BQnGU5OFOmnj,,,,,38.8094024658203125,-121.171600341796875,anonymous,EN,2017,1,2,3,"1,2,3,4,5",,"1,4,5,6,7",,"1,2,3",1,1,"1,2",1,"1,2","1,2,3,5,6","1,3,4",1,1,1,1,5,1,1,1,4,"1,2,3,6,8,9",State Water Resources Control Board and Department of Fish And Wildlife webpages,3,3,1,8,,7,5,2,,7,7,7,5,5,7,7,4,6,5,95650,1,,5,6,6,"1,3",2,2,"Re-selection, or revision of marine protection area boundaries to include more prime habitat for key species would be a desirable management decision.  "
2021-08-20 13:51:49,2021-08-20 14:08:55,0,24.6.54.80,100,1025,1,2021-08-20 14:08:55,R_1JPg8UGJ75wM0xp,,,,,37.4828033447265625,-122.2144012451171875,anonymous,EN,2008??,1,5,3,"1,3,5",,"1,2,4,5,6,7",,"2,3",1,6,7,1,1,"2,3,4","1,4",1,1,1,1,5,1,1,1,2,"1,2,8",,4,4,5,8,7,8,6,6,3,7,6,7,7,6,7,7,4,5,4,94065,1,,6,6,5,4,2,2,
2021-08-20 16:05:53,2021-08-20 16:15:20,0,50.204.121.148,100,567,1,2021-08-20 16:15:20,R_1n2zDrnLpHOEdGr,,,,,36.5802001953125,-121.84429931640625,anonymous,EN,2021,1,1,3,"1,3,6","I enjoy the science and learning. ","5,6,9","I learned about what they record and why they record it. As well as what species are of intrest. ",1,2,1,"1,2",1,"1,2","3,4,5","1,2,3,4",1,1,1,1,5,1,1,1,3,9,"Work and school connections (MBA, marine science program at CSUMB) ",3,6,1,7,7,6,6,2,1,6,7,7,6,7,6,7,5,6,5,93955,2,,2,5,1,3,2,2,
2021-08-20 17:37:14,2021-08-20 17:48:04,0,76.88.5.233,100,649,1,2021-08-20 17:48:04,R_2uNDSDGK4CKa4eR,,,,,33.0287017822265625,-117.0845947265625,anonymous,EN,2019,1,2,6,"1,2,3,4,5,6",help evaluate conservation efforts,"1,2,3,4,6,7",,"1,2",1,1,"1,2",1,"1,2","1,2,3,4,5,6","1,2,3,4",1,1,1,1,5,4,1,1,2,"1,2,3,6",,2,5,1,8,8,8,8,4,2,7,7,7,7,7,3,5,5,5,7,92067,1,,6,6,7,3,2,2,
2021-08-20 17:41:16,2021-08-20 17:51:05,0,174.78.8.143,100,589,1,2021-08-20 17:51:06,R_cFUCv0tXXisuUw1,,,,,32.7404022216796875,-117.135498046875,anonymous,EN,2016 ?,2,2,6,"1,2,3,4",,"1,5",,"1,2",1,1,"1,2",1,"1,2","1,2,3,5","1,3,4",1,2,4,2,5,2,2,2,2,"2,6",,7,1,3,8,8,8,8,5,2,7,7,6,7,6,7,7,4,6,3,92104,2,,6,6,5,3,2,2,
2021-08-20 18:00:32,2021-08-20 18:16:26,0,76.220.6.49,100,954,1,2021-08-20 18:16:26,R_3R2AZFAbmjHqzmx,,,,,33.1457977294921875,-117.3318023681640625,anonymous,EN,2013,1,5,6,"1,3,4,5,6",I respect the people involved with the project.,"1,4,5,6,7",,2,1,5,7,1,"1,2","1,2,3,5","1,2,4",1,3,3,2,5,4,1,2,2,"1,2,6",,4,8,6,8,8,8,8,,2,6,6,6,7,5,7,6,5,6,5,92010,1,,6,4,9,4,2,2,"Any viable work toward understanding our marine fisheries is worthwhile.  I have given up fishing after over 65 years of involvement after realizing fish are victims.  If I had it my way, there would be no more fishing for consumption.  Hard to believe I'm saying that."
